product_id,product_name,category,month,avg_price,monthly_units,true_demand,is_launch
P1000,DeltaTech Earphones Model 1,Electronics,2024-01,1360,24.0,24,False
P1000,DeltaTech Earphones Model 1,Electronics,2024-02,1360,17.0,17,False
P1000,DeltaTech Earphones Model 1,Electronics,2024-03,1360,30.0,30,False
P1001,BetaGear Earphones Model 2,Electronics,2024-01,966,32.0,32,False
P1001,BetaGear Earphones Model 2,Electronics,2024-02,966,20.0,20,False
P1001,BetaGear Earphones Model 2,Electronics,2024-03,966,20.0,20,False
P1002,OmegaWare Earphones Model 3,Electronics,2024-01,3671,49.0,49,False
P1002,OmegaWare Earphones Model 3,Electronics,2024-02,3671,33.0,33,False
P1002,OmegaWare Earphones Model 3,Electronics,2024-03,3671,12.0,12,False
P1003,OmegaWare Earphones Model 4,Electronics,2024-01,1269,33.0,33,False
P1003,OmegaWare Earphones Model 4,Electronics,2024-02,1269,39.0,39,False
P1003,OmegaWare Earphones Model 4,Electronics,2024-03,1269,47.0,47,False
P1004,BetaGear Earphones Model 5,Electronics,2024-01,1684,21.0,21,False
P1004,BetaGear Earphones Model 5,Electronics,2024-02,1684,31.0,31,False
P1004,BetaGear Earphones Model 5,Electronics,2024-03,1684,34.0,34,False
P1005,AlphaTech Earphones Model 6,Electronics,2024-01,974,37.0,37,False
P1005,AlphaTech Earphones Model 6,Electronics,2024-02,974,25.0,25,False
P1005,AlphaTech Earphones Model 6,Electronics,2024-03,974,24.0,24,False
P1006,GammaElectro Earphones Model 7,Electronics,2024-01,2399,12.0,12,False
P1006,GammaElectro Earphones Model 7,Electronics,2024-02,2399,46.0,46,False
P1006,GammaElectro Earphones Model 7,Electronics,2024-03,2399,16.0,16,False
P1007,OmegaWare Earphones Model 8,Electronics,2024-01,3388,48.0,48,False
P1007,OmegaWare Earphones Model 8,Electronics,2024-02,3388,27.0,27,False
P1007,OmegaWare Earphones Model 8,Electronics,2024-03,3388,13.0,13,False
P1008,AlphaTech Earphones Model 9,Electronics,2024-01,2863,23.0,23,False
P1008,AlphaTech Earphones Model 9,Electronics,2024-02,2863,18.0,18,False
P1008,AlphaTech Earphones Model 9,Electronics,2024-03,2863,35.0,35,False
P1009,OmegaWare Earphones Model 10,Electronics,2024-01,1863,37.0,37,False
P1009,OmegaWare Earphones Model 10,Electronics,2024-02,1863,16.0,16,False
P1009,OmegaWare Earphones Model 10,Electronics,2024-03,1863,17.0,17,False
P1010,GammaElectro Mobile Model 1,Electronics,2024-01,3652,45.0,45,False
P1010,GammaElectro Mobile Model 1,Electronics,2024-02,3652,49.0,49,False
P1010,GammaElectro Mobile Model 1,Electronics,2024-03,3652,13.0,13,False
P1011,BetaGear Mobile Model 2,Electronics,2024-01,1521,15.0,15,False
P1011,BetaGear Mobile Model 2,Electronics,2024-02,1521,13.0,13,False
P1011,BetaGear Mobile Model 2,Electronics,2024-03,1521,38.0,38,False
P1012,BetaGear Mobile Model 3,Electronics,2024-01,661,19.0,19,False
P1012,BetaGear Mobile Model 3,Electronics,2024-02,661,45.0,45,False
P1012,BetaGear Mobile Model 3,Electronics,2024-03,661,23.0,23,False
P1013,DeltaTech Mobile Model 4,Electronics,2024-01,1516,49.0,49,False
P1013,DeltaTech Mobile Model 4,Electronics,2024-02,1516,30.0,30,False
P1013,DeltaTech Mobile Model 4,Electronics,2024-03,1516,25.0,25,False
P1014,OmegaWare Mobile Model 5,Electronics,2024-01,837,33.0,33,False
P1014,OmegaWare Mobile Model 5,Electronics,2024-02,837,35.0,35,False
P1014,OmegaWare Mobile Model 5,Electronics,2024-03,837,34.0,34,False
P1015,DeltaTech Mobile Model 6,Electronics,2024-01,879,38.0,38,False
P1015,DeltaTech Mobile Model 6,Electronics,2024-02,879,24.0,24,False
P1015,DeltaTech Mobile Model 6,Electronics,2024-03,879,10.0,10,False
P1016,AlphaTech Mobile Model 7,Electronics,2024-01,3068,33.0,33,False
P1016,AlphaTech Mobile Model 7,Electronics,2024-02,3068,10.0,10,False
P1016,AlphaTech Mobile Model 7,Electronics,2024-03,3068,17.0,17,False
P1017,GammaElectro Mobile Model 8,Electronics,2024-01,891,44.0,44,False
P1017,GammaElectro Mobile Model 8,Electronics,2024-02,891,44.0,44,False
P1017,GammaElectro Mobile Model 8,Electronics,2024-03,891,42.0,42,False
P1018,GammaElectro Mobile Model 9,Electronics,2024-01,4061,48.0,48,False
P1018,GammaElectro Mobile Model 9,Electronics,2024-02,4061,37.0,37,False
P1018,GammaElectro Mobile Model 9,Electronics,2024-03,4061,16.0,16,False
P1019,AlphaTech Mobile Model 10,Electronics,2024-01,3604,32.0,32,False
P1019,AlphaTech Mobile Model 10,Electronics,2024-02,3604,33.0,33,False
P1019,AlphaTech Mobile Model 10,Electronics,2024-03,3604,46.0,46,False
P1020,GammaElectro Television Model 1,Electronics,2024-01,3231,49.0,49,False
P1020,GammaElectro Television Model 1,Electronics,2024-02,3231,31.0,31,False
P1020,GammaElectro Television Model 1,Electronics,2024-03,3231,36.0,36,False
P1021,GammaElectro Television Model 2,Electronics,2024-01,3190,10.0,10,False
P1021,GammaElectro Television Model 2,Electronics,2024-02,3190,14.0,14,False
P1021,GammaElectro Television Model 2,Electronics,2024-03,3190,35.0,35,False
P1022,GammaElectro Television Model 3,Electronics,2024-01,4988,24.0,24,False
P1022,GammaElectro Television Model 3,Electronics,2024-02,4988,24.0,24,False
P1022,GammaElectro Television Model 3,Electronics,2024-03,4988,35.0,35,False
P1023,BetaGear Television Model 4,Electronics,2024-01,1984,41.0,41,False
P1023,BetaGear Television Model 4,Electronics,2024-02,1984,48.0,48,False
P1023,BetaGear Television Model 4,Electronics,2024-03,1984,41.0,41,False
P1024,DeltaTech Television Model 5,Electronics,2024-01,2257,46.0,46,False
P1024,DeltaTech Television Model 5,Electronics,2024-02,2257,32.0,32,False
P1024,DeltaTech Television Model 5,Electronics,2024-03,2257,48.0,48,False
P1025,OmegaWare Television Model 6,Electronics,2024-01,2178,38.0,38,False
P1025,OmegaWare Television Model 6,Electronics,2024-02,2178,45.0,45,False
P1025,OmegaWare Television Model 6,Electronics,2024-03,2178,22.0,22,False
P1026,GammaElectro Television Model 7,Electronics,2024-01,3814,31.0,31,False
P1026,GammaElectro Television Model 7,Electronics,2024-02,3814,37.0,37,False
P1026,GammaElectro Television Model 7,Electronics,2024-03,3814,11.0,11,False
P1027,BetaGear Television Model 8,Electronics,2024-01,2097,15.0,15,False
P1027,BetaGear Television Model 8,Electronics,2024-02,2097,37.0,37,False
P1027,BetaGear Television Model 8,Electronics,2024-03,2097,37.0,37,False
P1028,DeltaTech Television Model 9,Electronics,2024-01,4127,29.0,29,False
P1028,DeltaTech Television Model 9,Electronics,2024-02,4127,39.0,39,False
P1028,DeltaTech Television Model 9,Electronics,2024-03,4127,20.0,20,False
P1029,BetaGear Television Model 10,Electronics,2024-01,2538,37.0,37,False
P1029,BetaGear Television Model 10,Electronics,2024-02,2538,34.0,34,False
P1029,BetaGear Television Model 10,Electronics,2024-03,2538,48.0,48,False
P1030,AlphaTech Laptop Model 1,Electronics,2024-01,1806,22.0,22,False
P1030,AlphaTech Laptop Model 1,Electronics,2024-02,1806,12.0,12,False
P1030,AlphaTech Laptop Model 1,Electronics,2024-03,1806,48.0,48,False
P1031,GammaElectro Laptop Model 2,Electronics,2024-01,4913,46.0,46,False
P1031,GammaElectro Laptop Model 2,Electronics,2024-02,4913,42.0,42,False
P1031,GammaElectro Laptop Model 2,Electronics,2024-03,4913,33.0,33,False
P1032,GammaElectro Laptop Model 3,Electronics,2024-01,3945,41.0,41,False
P1032,GammaElectro Laptop Model 3,Electronics,2024-02,3945,41.0,41,False
P1032,GammaElectro Laptop Model 3,Electronics,2024-03,3945,33.0,33,False
P1033,AlphaTech Laptop Model 4,Electronics,2024-01,4263,21.0,21,False
P1033,AlphaTech Laptop Model 4,Electronics,2024-02,4263,48.0,48,False
P1033,AlphaTech Laptop Model 4,Electronics,2024-03,4263,11.0,11,False
P1034,GammaElectro Laptop Model 5,Electronics,2024-01,2136,26.0,26,False
P1034,GammaElectro Laptop Model 5,Electronics,2024-02,2136,11.0,11,False
P1034,GammaElectro Laptop Model 5,Electronics,2024-03,2136,11.0,11,False
P1035,DeltaTech Laptop Model 6,Electronics,2024-01,1354,46.0,46,False
P1035,DeltaTech Laptop Model 6,Electronics,2024-02,1354,41.0,41,False
P1035,DeltaTech Laptop Model 6,Electronics,2024-03,1354,42.0,42,False
P1036,AlphaTech Laptop Model 7,Electronics,2024-01,3974,11.0,11,False
P1036,AlphaTech Laptop Model 7,Electronics,2024-02,3974,35.0,35,False
P1036,AlphaTech Laptop Model 7,Electronics,2024-03,3974,41.0,41,False
P1037,DeltaTech Laptop Model 8,Electronics,2024-01,4010,20.0,20,False
P1037,DeltaTech Laptop Model 8,Electronics,2024-02,4010,26.0,26,False
P1037,DeltaTech Laptop Model 8,Electronics,2024-03,4010,47.0,47,False
P1038,OmegaWare Laptop Model 9,Electronics,2024-01,3431,43.0,43,False
P1038,OmegaWare Laptop Model 9,Electronics,2024-02,3431,15.0,15,False
P1038,OmegaWare Laptop Model 9,Electronics,2024-03,3431,31.0,31,False
P1039,GammaElectro Laptop Model 10,Electronics,2024-01,4082,25.0,25,False
P1039,GammaElectro Laptop Model 10,Electronics,2024-02,4082,42.0,42,False
P1039,GammaElectro Laptop Model 10,Electronics,2024-03,4082,18.0,18,False
P1040,DeltaTech Smartwatch Model 1,Electronics,2024-01,4782,15.0,15,False
P1040,DeltaTech Smartwatch Model 1,Electronics,2024-02,4782,25.0,25,False
P1040,DeltaTech Smartwatch Model 1,Electronics,2024-03,4782,38.0,38,False
P1041,GammaElectro Smartwatch Model 2,Electronics,2024-01,1159,45.0,45,False
P1041,GammaElectro Smartwatch Model 2,Electronics,2024-02,1159,28.0,28,False
P1041,GammaElectro Smartwatch Model 2,Electronics,2024-03,1159,35.0,35,False
P1042,GammaElectro Smartwatch Model 3,Electronics,2024-01,646,29.0,29,False
P1042,GammaElectro Smartwatch Model 3,Electronics,2024-02,646,41.0,41,False
P1042,GammaElectro Smartwatch Model 3,Electronics,2024-03,646,16.0,16,False
P1043,DeltaTech Smartwatch Model 4,Electronics,2024-01,988,42.0,42,False
P1043,DeltaTech Smartwatch Model 4,Electronics,2024-02,988,49.0,49,False
P1043,DeltaTech Smartwatch Model 4,Electronics,2024-03,988,48.0,48,False
P1044,BetaGear Smartwatch Model 5,Electronics,2024-01,3419,10.0,10,False
P1044,BetaGear Smartwatch Model 5,Electronics,2024-02,3419,20.0,20,False
P1044,BetaGear Smartwatch Model 5,Electronics,2024-03,3419,37.0,37,False
P1045,AlphaTech Smartwatch Model 6,Electronics,2024-01,4561,44.0,44,False
P1045,AlphaTech Smartwatch Model 6,Electronics,2024-02,4561,16.0,16,False
P1045,AlphaTech Smartwatch Model 6,Electronics,2024-03,4561,25.0,25,False
P1046,BetaGear Smartwatch Model 7,Electronics,2024-01,1123,11.0,11,False
P1046,BetaGear Smartwatch Model 7,Electronics,2024-02,1123,10.0,10,False
P1046,BetaGear Smartwatch Model 7,Electronics,2024-03,1123,21.0,21,False
P1047,OmegaWare Smartwatch Model 8,Electronics,2024-01,3608,41.0,41,False
P1047,OmegaWare Smartwatch Model 8,Electronics,2024-02,3608,18.0,18,False
P1047,OmegaWare Smartwatch Model 8,Electronics,2024-03,3608,44.0,44,False
P1048,GammaElectro Smartwatch Model 9,Electronics,2024-01,2755,12.0,12,False
P1048,GammaElectro Smartwatch Model 9,Electronics,2024-02,2755,29.0,29,False
P1048,GammaElectro Smartwatch Model 9,Electronics,2024-03,2755,33.0,33,False
P1049,AlphaTech Smartwatch Model 10,Electronics,2024-01,4491,20.0,20,False
P1049,AlphaTech Smartwatch Model 10,Electronics,2024-02,4491,17.0,17,False
P1049,AlphaTech Smartwatch Model 10,Electronics,2024-03,4491,45.0,45,False
P1050,DeltaTech Earphones New Launch,Electronics,2024-01,753,44.0,44,False
P1050,DeltaTech Earphones New Launch,Electronics,2024-02,753,34.0,34,False
P1050,DeltaTech Earphones New Launch,Electronics,2024-03,753,,44,True
P1051,AlphaTech Mobile New Launch,Electronics,2024-01,3461,27.0,27,False
P1051,AlphaTech Mobile New Launch,Electronics,2024-02,3461,11.0,11,False
P1051,AlphaTech Mobile New Launch,Electronics,2024-03,3461,,44,True
P1052,OmegaWare Television New Launch,Electronics,2024-01,4567,42.0,42,False
P1052,OmegaWare Television New Launch,Electronics,2024-02,4567,13.0,13,False
P1052,OmegaWare Television New Launch,Electronics,2024-03,4567,,42,True
P1053,OmegaWare Laptop New Launch,Electronics,2024-01,4487,17.0,17,False
P1053,OmegaWare Laptop New Launch,Electronics,2024-02,4487,16.0,16,False
P1053,OmegaWare Laptop New Launch,Electronics,2024-03,4487,,12,True
P1054,AlphaTech Smartwatch New Launch,Electronics,2024-01,3604,21.0,21,False
P1054,AlphaTech Smartwatch New Launch,Electronics,2024-02,3604,31.0,31,False
P1054,AlphaTech Smartwatch New Launch,Electronics,2024-03,3604,,31,True
